Sample_name	Group	Time_d	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68
74_D2	D2	74	0.002817	0.000627	0.002407	0.011518	0.004298	0.000314	0.012936	0.051659	0.001925	0.002262	0.000873	0.016578	0.008928	0.049266	0.00955	0.008369	0.000096	0.00097	0.002537	0.006029	0.186304	0.002831	0.000019	0.002325	0.006955	0.000005	0	0.000796	0.001973	0.001191	0.001886	0.000111	0.000024	0.006261	0.000328	0.003323	0.000849	0.000314	0.001944	0.002021	0.000506	0.002021	0.001249	0.247055	0.288821	0.009618	0.000014	0.002354	0.000646	0.000748	0.001433	0.000642	0.010423	0.000704	0.001032	0.000444	0.000217	0.000068	0.000058	0.010428	0.000728	0.000183	0.001635	0.000236	0.00478	0.000048	0.000434	0.000053
77_D2	D2	77	0.000428	0.000098	0.000772	0.003696	0.001996	0.000167	0.002222	0.013139	0.000649	0.000261	0.000231	0.009359	0.003692	0.025025	0.004797	0.005633	0.000029	0.000074	0.000428	0.000285	0.077979	0.001745	0.000054	0.0003	0.00056	0.000005	0	0.000049	0.000708	0.000703	0.000339	0.000015	0.000005	0.000447	0.000015	0.000467	0.000202	0.000039	0.000364	0.000433	0.000039	0.000167	0.000457	0.353259	0.451057	0.001239	0.000005	0.000836	0.000039	0.000138	0.000786	0.000108	0.017755	0.000442	0.001062	0.00032	0.000123	0.000069	0.00001	0.011836	0.000138	0.000025	0.001067	0.000015	0.001131	0.000025	0.000442	0.000005
78_D2	D2	78	0.000493	0.000177	0.001203	0.003583	0.0024	0.000197	0.002356	0.009172	0.000542	0.000246	0.000241	0.002592	0.002932	0.013602	0.002459	0.001424	0.00003	0.000025	0.000458	0.000419	0.059565	0.000769	0.000064	0.000222	0.000488	0.000015	0	0.00003	0.000517	0.001646	0.00033	0.000108	0.00002	0.00033	0.00001	0.000271	0.000138	0.000025	0.000237	0.000202	0.000064	0.000128	0.000187	0.378721	0.485303	0.001296	0.000005	0.00141	0.000044	0.000133	0.000611	0.000079	0.012646	0.000562	0.000256	0.000606	0.000143	0.000202	0.000005	0.005012	0.000118	0.00002	0.001311	0.000025	0.000833	0.000094	0.000646	0
79_D2	D2	79	0.000348	0.000039	0.000751	0.003381	0.002021	0.000113	0.00158	0.026726	0.000559	0.000093	0.000123	0.007821	0.008032	0.024238	0.003366	0.004156	0.00001	0.000039	0.00027	0.000167	0.088499	0.001496	0.000049	0.000177	0.000182	0	0.000005	0.000015	0.000976	0.001045	0.000285	0.000029	0.000005	0.000123	0.000015	0.000397	0.000123	0.000015	0.000564	0.000613	0.000054	0.000118	0.00024	0.317755	0.472065	0.001521	0.000005	0.00077	0.00002	0.000118	0.000309	0.000132	0.01077	0.000177	0.000579	0.00052	0.000147	0.000118	0.000005	0.011893	0.000064	0.000005	0.002262	0.000015	0.001526	0.000064	0.000304	0
80_D2	D2	80	0.000813	0.000049	0.00099	0.004918	0.001793	0.000142	0.009253	0.057558	0.000857	0.000176	0.000176	0.007808	0.01741	0.036068	0.003796	0.004516	0.00002	0.000069	0.000887	0.000549	0.144469	0.002405	0.000078	0.000764	0.000147	0.000005	0	0.00002	0.000691	0.001019	0.000201	0.000113	0.000005	0.000186	0.00002	0.001896	0.00048	0.000191	0.00219	0.001582	0.00049	0.000666	0.000803	0.261746	0.382491	0.008318	0.000015	0.001053	0.000044	0.000637	0.001636	0.000093	0.013211	0.000118	0.000779	0.000387	0.000137	0.000103	0.00001	0.014755	0.000069	0.000029	0.001724	0.000034	0.005976	0.000049	0.000318	0
81_D2	D2	81	0.000268	0.000055	0.000839	0.004101	0.000904	0.00002	0.001837	0.010413	0.001882	0.000099	0.000045	0.004543	0.006986	0.017662	0.002701	0.004514	0.00002	0.000765	0.002165	0.001817	0.05455	0.002458	0.000035	0.002408	0.000184	0	0	0.00001	0.000755	0.000214	0.000099	0.00004	0.000015	0.000477	0.000079	0.003381	0.001296	0.000675	0.002279	0.001495	0.002383	0.001192	0.001221	0.367989	0.457789	0.001385	0.000005	0.000432	0.00002	0.003143	0.002289	0.000065	0.013705	0.000065	0.000849	0.000328	0.000139	0.000154	0.00002	0.011187	0.00001	0.000005	0.001212	0.00002	0.001788	0.00004	0.000482	0
84_D2	D2	84	0.000451	0.00004	0.004543	0.004303	0.000857	0.001903	0.000641	0.017216	0.000606	0.00012	0.001663	0.004238	0.006742	0.025642	0.001663	0.001788	0.000245	0.000486	0.000937	0.002745	0.072416	0.000746	0.000296	0.000516	0.000281	0.001918	0.000736	0.000341	0.005194	0.000441	0.000466	0.00005	0.00002	0.000511	0.000316	0.003977	0.001342	0.000681	0.001307	0.001959	0.001032	0.000326	0.000341	0.354443	0.443229	0.001543	0.00027	0.000716	0.000055	0.000551	0.002795	0.000055	0.009497	0.00003	0.00027	0.00016	0.00019	0.00018	0.000155	0.008856	0.00014	0.00004	0.002339	0.00001	0.000711	0.001112	0.000576	0.00003
85_D2	D2	85	0.000792	0.000101	0.007551	0.003687	0.001074	0.004848	0.000827	0.041974	0.000409	0.000091	0.004515	0.009271	0.011254	0.012737	0.003788	0.0051	0.000393	0.00056	0.000555	0.002906	0.063079	0.000873	0.003425	0.000343	0.000247	0.006578	0.00404	0.000868	0.007799	0.001337	0.000948	0.000066	0.00002	0.000575	0.000343	0.004585	0.001614	0.001241	0.00115	0.001932	0.001902	0.000212	0.000267	0.327073	0.425957	0.002623	0.000656	0.002628	0.000045	0.00052	0.002426	0.00005	0.005503	0.00005	0.000192	0.000348	0.000207	0.000141	0.000353	0.004858	0.000151	0.000081	0.006966	0.000045	0.000938	0.001095	0.001009	0.000207
86_D2	D2	86	0.0007	0.000087	0.010534	0.002844	0.000833	0.00484	0.000242	0.027174	0.000288	0.000175	0.002994	0.0154	0.010318	0.013775	0.003847	0.008235	0.000633	0.000694	0.000345	0.003307	0.045258	0.000736	0.010313	0.000252	0.000288	0.019319	0.006795	0.001296	0.01271	0.005715	0.001008	0.000216	0.000026	0.001353	0.000561	0.008929	0.003307	0.002109	0.001024	0.004187	0.003302	0.000154	0.000231	0.318501	0.406297	0.002685	0.00109	0.002073	0.000036	0.000499	0.001018	0.000129	0.008081	0.000062	0.000288	0.000298	0.000072	0.000067	0.000597	0.011069	0.000283	0.000077	0.004429	0.000051	0.000802	0.002356	0.002248	0.00054
87_D2	D2	87	0.000789	0.000114	0.028127	0.002903	0.00147	0.005884	0.000358	0.047888	0.000327	0.000254	0.00536	0.014105	0.018546	0.009249	0.005604	0.007712	0.000872	0.000852	0.000374	0.005048	0.044414	0.000795	0.028579	0.000177	0.000795	0.022368	0.010112	0.001885	0.016084	0.043827	0.003028	0.002207	0.000016	0.001677	0.000867	0.009036	0.003194	0.002109	0.001568	0.004181	0.004103	0.000223	0.00039	0.283844	0.308616	0.004757	0.001485	0.003786	0.000182	0.000665	0.000987	0.000073	0.00509	0.000073	0.000213	0.002103	0.000306	0.000229	0.000675	0.008335	0.000353	0.000145	0.013586	0.000073	0.000711	0.002981	0.002706	0.000556
88_D2	D2	88	0.001143	0.00013	0.028785	0.003233	0.002864	0.014885	0.001067	0.018957	0.000146	0.00019	0.020197	0.008989	0.007689	0.005653	0.0032	0.002523	0.001576	0.000872	0.000265	0.005279	0.015178	0.000309	0.075244	0.000114	0.00189	0.038423	0.02017	0.003785	0.021865	0.052935	0.004868	0.001473	0.000097	0.002453	0.001624	0.013634	0.007055	0.00463	0.001684	0.006059	0.003476	0.000114	0.000211	0.275655	0.25261	0.004803	0.002567	0.008804	0.000054	0.001375	0.001283	0.000125	0.006617	0.000081	0.000119	0.002328	0.000119	0.000087	0.001689	0.020636	0.000644	0.000076	0.008133	0.00007	0.000439	0.00242	0.002978	0.001354
90_D2	D2	90	0.001947	0.000252	0.045708	0.005066	0.004257	0.008661	0.001771	0.040202	0.001009	0.000463	0.009722	0.031641	0.017802	0.012847	0.014395	0.016037	0.005694	0.003636	0.001407	0.006098	0.022095	0.002627	0.035951	0.000516	0.002557	0.011036	0.007957	0.009452	0.034256	0.126164	0.009998	0.010819	0.000117	0.00954	0.006691	0.035229	0.01602	0.010197	0.00404	0.010912	0.009951	0.000581	0.000932	0.161165	0.110824	0.011088	0.002046	0.005142	0.000762	0.003342	0.001988	0.00017	0.015076	0.000129	0.000569	0.011569	0.000281	0.000111	0.005436	0.035804	0.001214	0.000211	0.004978	0.0001	0.002428	0.006949	0.009206	0.003161
91_D2	D2	91	0.001682	0.000186	0.052803	0.007607	0.006903	0.012019	0.002602	0.035109	0.001752	0.000698	0.01444	0.033479	0.016542	0.013195	0.017741	0.014586	0.007008	0.006327	0.002648	0.007718	0.015942	0.003417	0.027787	0.001059	0.003981	0.013602	0.008678	0.013946	0.036267	0.153217	0.008515	0.012665	0.000128	0.016809	0.009132	0.043438	0.017618	0.010337	0.004499	0.013102	0.010715	0.000797	0.001566	0.123445	0.067796	0.014411	0.00291	0.006321	0.00096	0.004197	0.00284	0.000204	0.016751	0.000233	0.000879	0.012002	0.000204	0.000111	0.006292	0.036995	0.001478	0.000274	0.003818	0.000308	0.003143	0.003457	0.005873	0.002835
0.25_D3	D3	0.25	0.000032	0.000052	0.000701	0.00024	0.002278	0.000026	0.000539	0.000993	0.000078	0.000032	0.000013	0.000506	0.017513	0.02399	0.000221	0.000422	0.001525	0.004524	0.000058	0.000149	0.004265	0.000052	0.000045	0.000117	0.00024	0.000013	0	0.000539	0.000552	0.000636	0.000402	0.000149	0.000065	0.001902	0.00209	0.470035	0.135213	0.075717	0.094573	0.0995	0.028223	0.000461	0.000149	0.007393	0.001201	0.000214	0.000006	0.000454	0.000026	0.000961	0.00011	0.000123	0.003479	0.000039	0.000019	0.002577	0.000928	0.001441	0.000065	0.007633	0.000039	0.000013	0.000409	0.000006	0.000078	0.002979	0.000961	0.000013
1_D3	D3	1	0.000751	0.000089	0.003147	0.007052	0.003106	0.026466	0.011206	0.024457	0.004947	0.000107	0.002688	0.009674	0.041779	0.056598	0.030257	0.032284	0.004375	0.014705	0.003278	0.000334	0.017966	0.014127	0.000238	0.016279	0.00304	0.000507	0.000244	0.015367	0.00341	0.000322	0.002754	0.000125	0.000024	0.0286	0.009108	0.186216	0.045588	0.02075	0.09042	0.051937	0.03927	0.050512	0.023772	0.006193	0.00273	0.009812	0.003243	0.000966	0.000042	0.023605	0.005257	0.000924	0.009007	0.000066	0.006795	0.001228	0.007207	0.002098	0.001359	0.004244	0.005973	0.000012	0.001663	0.000036	0.003815	0.00298	0.002545	0.000322
2_D3	D3	2	0.000761	0.000259	0.017477	0.014964	0.013307	0.077418	0.014203	0.019139	0.012934	0.00073	0.00388	0.008267	0.031172	0.033291	0.118001	0.077304	0.004071	0.011567	0.022993	0.003786	0.005107	0.068876	0.000342	0.020315	0.001735	0.004797	0.004408	0.012359	0.003776	0.002093	0.002844	0.000166	0.000041	0.020155	0.007345	0.051876	0.017244	0.009495	0.044925	0.012457	0.016663	0.049068	0.038579	0.003828	0.004874	0.006537	0.012701	0.008697	0.000161	0.019564	0.010536	0.001689	0.002709	0.000223	0.016777	0.001564	0.00403	0.000824	0.002445	0.002341	0.006221	0.000088	0.004253	0.00014	0.002284	0.00317	0.003393	0.000761
3_D3	D3	3	0.002731	0.000333	0.047809	0.029608	0.039913	0.054985	0.026599	0.032921	0.010255	0.002543	0.005354	0.009436	0.027205	0.029127	0.140418	0.063974	0.004489	0.013438	0.031525	0.017704	0.003268	0.070321	0.00072	0.016562	0.002289	0.009719	0.003506	0.011268	0.00292	0.006208	0.003059	0.000432	0.00069	0.014109	0.006009	0.015648	0.006044	0.00369	0.022661	0.004897	0.010667	0.032553	0.031927	0.015276	0.01102	0.009694	0.007534	0.011273	0.000288	0.012227	0.023162	0.001455	0.003009	0.000576	0.008785	0.004291	0.00075	0.000184	0.002488	0.002652	0.005622	0.000273	0.001554	0.000343	0.00217	0.001907	0.003213	0.00072
5_D3	D3	5	0.00039	0.000269	0.008595	0.004095	0.00817	0.001637	0.007156	0.103511	0.002164	0.000836	0.000487	0.007521	0.064897	0.026395	0.007856	0.013136	0.000314	0.001019	0.002468	0.002889	0.081115	0.003426	0.000862	0.022289	0.000218	0.00301	0.000857	0.000669	0.007065	0.001009	0.001759	0.000122	0.000147	0.007673	0.00038	0.003502	0.001059	0.000679	0.00336	0.002803	0.001328	0.004881	0.004647	0.248053	0.204594	0.004587	0.00037	0.001809	0.000203	0.010278	0.002159	0.000532	0.031747	0.00039	0.000765	0.001409	0.001982	0.001272	0.000248	0.034331	0.000193	0.00003	0.036232	0.000061	0.000664	0.000573	0.000639	0.000218
7_D3	D3	7	0.001196	0.00861	0.070128	0.019802	0.001414	0.010155	0.002489	0.083121	0.009284	0.005075	0.00122	0.080927	0.023817	0.024122	0.027943	0.051372	0.002436	0.009715	0.005099	0.029967	0.018291	0.002794	0.00078	0.007371	0.000504	0.003787	0.002644	0.020335	0.233479	0.005327	0.056849	0.002557	0.000383	0.003317	0.005932	0.005216	0.002092	0.0014	0.006635	0.002649	0.00276	0.004586	0.008344	0.01186	0.012247	0.036195	0.003346	0.002736	0.023245	0.008213	0.003739	0.000165	0.002751	0.005613	0.001564	0.000441	0.000397	0.000184	0.00401	0.002397	0.005661	0.000179	0.002509	0.000305	0.00139	0.002102	0.002145	0.000683
8_D3	D3	8	0.002093	0.003626	0.07263	0.02097	0.001402	0.029643	0.017564	0.094024	0.002282	0.007227	0.007417	0.04362	0.021311	0.015666	0.012391	0.026771	0.001256	0.00529	0.002755	0.039649	0.019457	0.001762	0.001061	0.004453	0.000798	0.014843	0.007037	0.003742	0.324411	0.001888	0.047104	0.000307	0.000521	0.003723	0.001771	0.004764	0.001066	0.000599	0.008497	0.00202	0.003825	0.00421	0.005168	0.008215	0.003684	0.019924	0.004176	0.003913	0.024538	0.003129	0.002896	0.00017	0.001762	0.005052	0.000681	0.000355	0.000258	0.000165	0.000827	0.002341	0.001465	0.000224	0.022703	0.000195	0.001528	0.000282	0.000735	0.00017
9_D3	D3	9	0.005029	0.003303	0.046941	0.014032	0.00245	0.009579	0.006651	0.101869	0.011522	0.007504	0.005325	0.032658	0.022906	0.009175	0.012109	0.016876	0.000621	0.001947	0.002978	0.023236	0.015871	0.002041	0.000922	0.009782	0.002968	0.005468	0.002564	0.00244	0.362246	0.005226	0.115629	0.000256	0.001095	0.004462	0.000947	0.002692	0.000572	0.000301	0.006054	0.001395	0.002741	0.003811	0.011147	0.006459	0.003362	0.012395	0.00103	0.005685	0.015032	0.005492	0.001824	0.000286	0.001479	0.00357	0.001735	0.00106	0.000163	0.000143	0.000375	0.001104	0.001223	0.000675	0.036326	0.00072	0.000582	0.000902	0.000912	0.000123
10_D3	D3	10	0.012033	0.005989	0.047456	0.021453	0.005088	0.005934	0.00463	0.090167	0.040561	0.011038	0.004267	0.03711	0.048357	0.023195	0.0104	0.014518	0.001922	0.012616	0.005392	0.035059	0.015205	0.004262	0.003112	0.035891	0.01047	0.003291	0.000742	0.005242	0.166648	0.003102	0.045708	0.000996	0.010759	0.018854	0.003331	0.005068	0.00122	0.000757	0.014025	0.002828	0.008389	0.029667	0.038594	0.008095	0.005521	0.00803	0.000747	0.003953	0.015543	0.040172	0.003943	0.000249	0.001279	0.004157	0.004984	0.0012	0.000254	0.000065	0.001026	0.001738	0.002898	0.003366	0.019601	0.002026	0.000807	0.002245	0.00237	0.000388
11_D3	D3	11	0.007712	0.012398	0.037993	0.033808	0.034117	0.001996	0.017899	0.021928	0.027257	0.007267	0.000946	0.010538	0.026651	0.010387	0.007973	0.006207	0.000502	0.003224	0.006996	0.021609	0.025663	0.004295	0.001123	0.014404	0.005794	0.000611	0.000078	0.00268	0.013312	0.05002	0.007952	0.002074	0.004117	0.010334	0.001233	0.003537	0.000773	0.000502	0.004927	0.002429	0.0028	0.007649	0.019237	0.044785	0.219308	0.01513	0.000204	0.023871	0.00232	0.014153	0.009488	0.00117	0.003673	0.001614	0.004796	0.014984	0.000475	0.000977	0.000596	0.004169	0.001066	0.003443	0.143614	0.003391	0.002586	0.000345	0.000758	0.000131
12_D3	D3	12	0.001738	0.000953	0.053867	0.029013	0.066043	0.000375	0.026338	0.012242	0.070177	0.001176	0.000127	0.010858	0.019204	0.008279	0.011411	0.008457	0.000081	0.001089	0.007388	0.009688	0.023673	0.008219	0.000142	0.014958	0.001074	0.000081	0.000025	0.00038	0.008822	0.08781	0.005802	0.003076	0.000218	0.003425	0.000274	0.001545	0.000345	0.000101	0.00455	0.001165	0.001596	0.006911	0.030858	0.060069	0.114615	0.016083	0.000025	0.055524	0.000193	0.021844	0.025076	0.001849	0.005564	0.000334	0.013721	0.019675	0.000811	0.000927	0.000041	0.003238	0.000086	0.000203	0.110906	0.000512	0.005062	0.00001	0.000076	0.000005
14_D3	D3	14	0.000228	0.000223	0.036186	0.019461	0.132914	0.000035	0.064938	0.009539	0.035263	0.000779	0.00006	0.014284	0.03704	0.006422	0.014522	0.043244	0.00001	0.000476	0.007162	0.004199	0.008626	0.013683	0	0.003137	0.000625	0.00001	0	0.000164	0.006586	0.083565	0.004581	0.001216	0.00001	0.000834	0.000084	0.001449	0.000233	0.000114	0.021039	0.001201	0.001692	0.004402	0.025769	0.097541	0.062605	0.032906	0.00002	0.064139	0.000104	0.017872	0.024865	0.002139	0.010512	0.000233	0.024399	0.017897	0.000591	0.000501	0.00001	0.006983	0.000119	0.000104	0.020687	0.000333	0.00938	0.000005	0.000045	0
15_D3	D3	15	0.000902	0.001889	0.060303	0.030688	0.095448	0.000823	0.059496	0.008345	0.027363	0.001979	0.000683	0.011391	0.034546	0.006386	0.013714	0.018918	0.00002	0.000494	0.010613	0.008843	0.009467	0.006914	0.00008	0.004506	0.001117	0.00002	0.000005	0.000224	0.005523	0.104999	0.004098	0.007522	0	0.000977	0.000105	0.002134	0.000334	0.000145	0.023026	0.001645	0.002657	0.003819	0.025239	0.097786	0.060254	0.030134	0.00002	0.084605	0.001515	0.014327	0.034531	0.001685	0.01169	0.000947	0.013295	0.01819	0.000543	0.000419	0	0.004566	0.000469	0.000179	0.015553	0.000668	0.011161	0	0.000055	0.00001
17_D3	D3	17	0.009071	0.000492	0.046857	0.026271	0.097119	0.007775	0.046127	0.020442	0.017919	0.003918	0.006698	0.026226	0.034146	0.008893	0.034876	0.02494	0.00004	0.001291	0.035928	0.006673	0.007175	0.01291	0.000303	0.010869	0.006226	0.000005	0.000005	0.000576	0.011062	0.097412	0.004389	0.004642	0.000005	0.002696	0.000283	0.002259	0.000357	0.000154	0.013659	0.001867	0.002195	0.005372	0.01362	0.116032	0.038604	0.041494	0.000089	0.053996	0.000497	0.006316	0.024454	0.001053	0.015606	0.000263	0.005521	0.016887	0.000278	0.000149	0.000005	0.003962	0.006718	0.000065	0.003818	0.000382	0.009975	0.000015	0.000074	0.000005
18_D3	D3	18	0.018144	0.000754	0.035183	0.028194	0.086701	0.008576	0.054968	0.019928	0.017089	0.005713	0.003741	0.030106	0.031822	0.010597	0.048985	0.025685	0.000054	0.000493	0.049157	0.006546	0.007699	0.017276	0.000429	0.013579	0.007719	0	0.00002	0.000163	0.018878	0.071402	0.007862	0.006063	0	0.005156	0.000138	0.001794	0.000311	0.000173	0.011184	0.001952	0.001627	0.00591	0.010588	0.099739	0.040783	0.054372	0.000015	0.047062	0.000453	0.004244	0.024108	0.001454	0.014698	0.000419	0.005747	0.008517	0.000261	0.000108	0.000025	0.003953	0.007842	0.000079	0.002361	0.000449	0.010864	0.00001	0.000074	0.000005
19_D3	D3	19	0.011998	0.002035	0.042478	0.024998	0.070923	0.011723	0.055907	0.01966	0.018558	0.012427	0.005383	0.024748	0.025447	0.012217	0.034501	0.01989	0.00008	0.002434	0.073756	0.008052	0.009294	0.012576	0.000888	0.016163	0.00653	0.000035	0.000045	0.001048	0.015649	0.070384	0.005907	0.017256	0.000025	0.003677	0.000529	0.004026	0.000818	0.000274	0.00874	0.003302	0.003058	0.004884	0.007807	0.103159	0.041395	0.047397	0.00014	0.052635	0.000873	0.006176	0.022987	0.001063	0.013938	0.001292	0.003951	0.011554	0.000229	0.00013	0.00003	0.006001	0.004619	0.000534	0.001786	0.001177	0.00873	0.000025	0.00005	0
21_D3	D3	21	0.01042	0.007711	0.036786	0.024527	0.04751	0.011168	0.042801	0.0233	0.033011	0.009344	0.007012	0.03019	0.027031	0.015246	0.043691	0.023569	0.000054	0.001609	0.07854	0.009677	0.007907	0.015276	0.000391	0.021178	0.011149	0.00001	0	0.000826	0.01886	0.056903	0.00334	0.006777	0.00001	0.004068	0.000303	0.005066	0.001105	0.000396	0.009511	0.004508	0.002533	0.005819	0.008743	0.099342	0.030659	0.049387	0.000132	0.048409	0.002802	0.005985	0.024444	0.000729	0.023882	0.001472	0.004636	0.002704	0.000259	0.000225	0.00002	0.008719	0.011149	0.000636	0.000851	0.002601	0.012978	0.000015	0.000073	0.000015
22_D3	D3	22	0.005819	0.007694	0.036743	0.027154	0.050735	0.00648	0.036946	0.020319	0.028931	0.013942	0.002774	0.023926	0.025298	0.015383	0.03697	0.019376	0.000316	0.004363	0.100004	0.010734	0.008242	0.014233	0.000257	0.023127	0.007867	0.000015	0.000059	0.001935	0.015008	0.075604	0.003928	0.003514	0.00002	0.004945	0.001219	0.007038	0.001639	0.000666	0.010335	0.004708	0.004348	0.006727	0.008726	0.09953	0.030742	0.053538	0.000138	0.039522	0.001214	0.00838	0.021725	0.000859	0.016977	0.002117	0.004205	0.011934	0.00035	0.00038	0.000074	0.007778	0.007206	0.00076	0.001012	0.002922	0.010453	0.00003	0.000084	0.000005
23_D3	D3	23	0.007728	0.009493	0.030278	0.041403	0.058506	0.005885	0.032613	0.021341	0.030445	0.015348	0.001907	0.02927	0.02607	0.015751	0.039358	0.020937	0.000128	0.003269	0.078578	0.008608	0.008033	0.016002	0.000059	0.025254	0.007969	0	0.000005	0.001244	0.018504	0.072792	0.006194	0.002025	0.00001	0.006519	0.000678	0.005359	0.001037	0.000467	0.013146	0.004115	0.00526	0.009581	0.012492	0.094202	0.035863	0.048295	0.000064	0.039977	0.000354	0.010373	0.017182	0.001101	0.011695	0.002979	0.005644	0.006607	0.000383	0.000177	0.000034	0.004808	0.009606	0.001155	0.00115	0.006047	0.00852	0.000044	0.000074	0.000005
24_D3	D3	24	0.007506	0.018848	0.029157	0.069024	0.040332	0.001775	0.029479	0.014156	0.045256	0.024411	0.00087	0.02001	0.022566	0.014354	0.029128	0.017607	0.000282	0.004603	0.078339	0.012178	0.005721	0.014596	0.000035	0.031358	0.008188	0	0.00002	0.001651	0.013043	0.068777	0.002319	0.002606	0.000015	0.00534	0.001464	0.007753	0.001627	0.000845	0.015303	0.004737	0.009647	0.011446	0.012648	0.088209	0.027976	0.035605	0.000064	0.044347	0.000316	0.01694	0.016806	0.000776	0.016687	0.005572	0.005513	0.003644	0.000391	0.000193	0.000059	0.005414	0.003061	0.002551	0.000722	0.017246	0.008677	0.000059	0.000129	0.000025
25_D3	D3	25	0.010098	0.024611	0.019847	0.097455	0.037811	0.001524	0.026803	0.011637	0.05697	0.028091	0.000585	0.016627	0.020412	0.014921	0.028318	0.017094	0.000329	0.005074	0.078847	0.011101	0.005255	0.015973	0.000015	0.037236	0.008869	0	0.000015	0.001377	0.010634	0.047884	0.002596	0.001568	0.000005	0.006489	0.001204	0.007428	0.001381	0.000536	0.016229	0.004636	0.010944	0.013023	0.013677	0.078355	0.025717	0.033696	0.000084	0.034782	0.000236	0.021101	0.013923	0.00091	0.014881	0.00795	0.005732	0.002448	0.000329	0.000084	0.000039	0.004346	0.002886	0.00296	0.000541	0.026238	0.007424	0.000029	0.000162	0.00002
28_D3	D3	28	0.006158	0.034746	0.013676	0.201071	0.032948	0.001163	0.017253	0.008754	0.090258	0.032342	0.000486	0.014094	0.015556	0.008787	0.029626	0.012739	0.000096	0.002024	0.076875	0.029641	0.002923	0.017445	0.000038	0.034919	0.006244	0.000005	0	0.00038	0.012095	0.027607	0.003644	0.001336	0.000005	0.004264	0.000255	0.002812	0.000365	0.000197	0.009907	0.001937	0.005994	0.011484	0.018546	0.04199	0.023641	0.031059	0.000014	0.019945	0.000423	0.017334	0.008143	0.000937	0.003048	0.006033	0.008061	0.002043	0.000399	0.000144	0.000019	0.001091	0.002043	0.002211	0.000514	0.034774	0.005355	0.000058	0.000024	0
29_D3	D3	29	0.013658	0.074062	0.02403	0.190415	0.028428	0.001501	0.012704	0.005571	0.032413	0.089312	0.001197	0.011602	0.006008	0.004236	0.026486	0.00605	0.000095	0.001767	0.05498	0.064208	0.003339	0.010828	0.000304	0.023532	0.006207	0.000033	0.000024	0.000456	0.008591	0.030238	0.004288	0.002612	0.000057	0.003738	0.000366	0.001316	0.00018	0.000123	0.003329	0.001135	0.002365	0.00416	0.007033	0.032755	0.026889	0.034531	0.000052	0.017301	0.001382	0.009489	0.009745	0.000817	0.002147	0.008178	0.00303	0.002588	0.000318	0.000328	0.000047	0.00066	0.00038	0.013986	0.000931	0.066872	0.004445	0.000033	0.00009	0.000028
30_D3	D3	30	0.030608	0.069469	0.032935	0.132648	0.017324	0.002944	0.01012	0.004591	0.040263	0.074917	0.002427	0.008703	0.006443	0.006539	0.030407	0.005294	0.000479	0.005022	0.055989	0.037894	0.003145	0.013131	0.000426	0.038449	0.018937	0.000057	0.000034	0.002192	0.00539	0.051125	0.002647	0.003174	0.000024	0.013126	0.001584	0.00248	0.000445	0.000172	0.004998	0.001948	0.003279	0.004519	0.007176	0.031044	0.021436	0.028923	0.000124	0.015869	0.001005	0.016108	0.009292	0.000622	0.003159	0.010598	0.003135	0.00382	0.00011	0.000062	0.000153	0.000536	0.001101	0.02494	0.000388	0.067525	0.006137	0.000168	0.000206	0.000062
31_D3	D3	31	0.043236	0.006295	0.045374	0.053958	0.040776	0.012316	0.01504	0.01079	0.008065	0.020415	0.00403	0.006402	0.004162	0.01729	0.01168	0.001722	0.001228	0.002098	0.02021	0.009229	0.045579	0.003795	0.002387	0.008833	0.010242	0.000093	0.000127	0.005576	0.002274	0.05945	0.00069	0.000787	0.000005	0.014355	0.002162	0.002392	0.000577	0.000279	0.003272	0.001986	0.0011	0.000372	0.000812	0.129005	0.191713	0.026612	0.000616	0.044694	0.000117	0.001971	0.016972	0.00023	0.003957	0.001849	0.000328	0.007268	0.000166	0.000068	0.000998	0.002719	0.003409	0.001462	0.000812	0.017529	0.044523	0.000342	0.000934	0.000245
35_D3	D3	35	0.025675	0.001332	0.090566	0.010118	0.003962	0.020722	0.00155	0.013462	0.06608	0.003497	0.007256	0.004819	0.013907	0.027988	0.009128	0.005299	0.000738	0.001872	0.00629	0.020108	0.039008	0.001654	0.025328	0.0178	0.010034	0.002367	0.001466	0.007201	0.000654	0.196515	0.000149	0.013367	0.000015	0.006359	0.001491	0.003516	0.000545	0.000307	0.003081	0.003472	0.001525	0.000173	0.003779	0.138137	0.131322	0.001179	0.003596	0.011357	0.001179	0.007236	0.00103	0.000069	0.008063	0.000267	0.001966	0.002135	0.000248	0.000158	0.001372	0.000654	0.003645	0.000589	0.000842	0.008073	0.000857	0.000248	0.000733	0.000867
